9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,9,9,9,0,0,0,0,0,9,9,9,0,0,0,0,0,9,9,9,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,9,9,9,0,0,0,0,0,9,9,9,0,0,0,0,0,9,9,9,0,0,0,0,9
9,0,0,9,9,9,0,0,0,0,9,9,9,0,0,0,0,0,9,9,9,0,0,0,0,0,9,9,9,0,0,0,0,0,9,9,9,0,0,0,0,9
9,0,0,9,9,9,0,0,0,0,9,1,9,0,0,0,0,0,9,2,9,0,0,0,0,0,9,3,9,0,0,0,0,0,9,4,9,0,0,0,0,9
9,0,0,9,9,9,0,0,0,9,9,0,9,9,0,0,0,9,9,0,9,9,0,0,0,9,9,0,9,9,0,0,0,9,9,0,9,9,0,0,0,9
9,0,0,9,9,9,0,0,0,9,9,0,9,9,0,0,0,9,9,0,9,9,0,0,0,9,9,0,9,9,0,0,0,9,9,0,9,9,0,0,0,9
9,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
9,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,0,9,9,9,0,0,0,0,0,0,0,0,9,9,0,9,9,0,0,0,9,9,0,9,9,0,0,0,0,0,9,0,0,9,0,0,0,0,0,9
9,0,0,0,9,0,0,0,0,0,0,0,0,0,9,9,5,9,9,0,0,0,9,9,6,9,9,0,0,0,0,9,9,9,9,9,9,0,0,0,0,9
9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,9,9,9,0,0,0,0,0,9,9,9,9,9,9,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,9,9,9,0,0,0,0,0,0,9,0,0,9,9,9,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,9,9,9,9,9,9,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
